SOURCE CITY,DESTINATION CITY,ORDER TYPE,ORDER MONTH,ORDER VOLUME
ELWOOD,ABINGDON,Prepaid,2024 06,1
ELWOOD,ABINGDON,Prepaid,2024 09,1
ELWOOD,ABINGDON,Prepaid,2024 10,1
ELWOOD,ALACHUA,Prepaid,2024 05,2
ELWOOD,ALACHUA,Prepaid,2024 07,1
ELWOOD,ALACHUA,Prepaid,2024 08,4
ELWOOD,ALACHUA,Prepaid,2024 09,1
ELWOOD,ALACHUA,Prepaid,2024 11,1
ELWOOD,ALACHUA,Prepaid,2025 02,1
ELWOOD,ALBANY,Prepaid,2024 06,1
ELWOOD,ALBANY,Prepaid,2024 08,1
ELWOOD,ALBANY,Prepaid,2025 03,2
ELWOOD,ALPINE,Prepaid,2025 01,1
ELWOOD,AMARILLO,Prepaid,2024 10,2
ELWOOD,AMARILLO,Prepaid,2025 03,2
ELWOOD,AMBRIDGE,Prepaid,2024 09,1
ELWOOD,AMSTERDAM,Prepaid,2024 05,2
ELWOOD,AMSTERDAM,Prepaid,2024 06,3
ELWOOD,AMSTERDAM,Prepaid,2024 07,3
ELWOOD,AMSTERDAM,Prepaid,2024 08,3
ELWOOD,AMSTERDAM,Prepaid,2024 09,5
ELWOOD,AMSTERDAM,Prepaid,2024 10,5
ELWOOD,AMSTERDAM,Prepaid,2024 11,1
ELWOOD,AMSTERDAM,Prepaid,2024 12,2
ELWOOD,AMSTERDAM,Prepaid,2025 01,3
ELWOOD,AMSTERDAM,Prepaid,2025 02,1
ELWOOD,AMSTERDAM,Prepaid,2025 03,2
ELWOOD,AMSTERDAM,Prepaid,2025 04,2
ELWOOD,AMSTERDAM,Prepaid,2025 05,2
ELWOOD,ANNAPOLIS,Prepaid,2024 10,1
ELWOOD,APPLE VALLEY,Prepaid,2024 05,1
ELWOOD,ARDMORE,Prepaid,2024 05,1
ELWOOD,ARDMORE,Prepaid,2024 09,1
ELWOOD,ATLANTIC CITY,Prepaid,2025 01,1
ELWOOD,AUBURNDALE,Prepaid,2024 06,2
ELWOOD,AUBURNDALE,Prepaid,2024 07,1
ELWOOD,AUBURNDALE,Prepaid,2024 09,1
ELWOOD,AUBURNDALE,Prepaid,2024 11,2
ELWOOD,AUBURNDALE,Prepaid,2025 03,2
ELWOOD,AUBURNDALE,Prepaid,2025 04,1
ELWOOD,AURORA,Prepaid,2024 05,14
ELWOOD,AURORA,Prepaid,2024 06,6
ELWOOD,AURORA,Prepaid,2024 07,10
ELWOOD,AURORA,Prepaid,2024 08,18
ELWOOD,AURORA,Prepaid,2024 09,13
ELWOOD,AURORA,Prepaid,2024 10,22
ELWOOD,AURORA,Prepaid,2024 11,11
ELWOOD,AURORA,Prepaid,2024 12,8
ELWOOD,AURORA,Prepaid,2025 01,9
ELWOOD,AURORA,Prepaid,2025 02,10
ELWOOD,AURORA,Prepaid,2025 03,10
ELWOOD,AURORA,Prepaid,2025 04,5
ELWOOD,AURORA,Prepaid,2025 05,4
ELWOOD,BALTIC,Prepaid,2024 11,1
ELWOOD,BALTIMORE,Prepaid,2024 05,1
ELWOOD,BALTIMORE,Prepaid,2024 06,1
ELWOOD,BALTIMORE,Prepaid,2024 07,1
ELWOOD,BALTIMORE,Prepaid,2024 12,1
ELWOOD,BALTIMORE,Prepaid,2025 04,1
ELWOOD,BARTLETT,Prepaid,2024 08,2
ELWOOD,BATTLE CREEK,Prepaid,2025 01,1
ELWOOD,BEAVER DAM,Prepaid,2024 05,27
ELWOOD,BEAVER DAM,Prepaid,2024 06,40
ELWOOD,BEAVER DAM,Prepaid,2024 07,37
ELWOOD,BEAVER DAM,Prepaid,2024 08,39
ELWOOD,BEAVER DAM,Prepaid,2024 09,37
ELWOOD,BEAVER DAM,Prepaid,2024 10,41
ELWOOD,BEAVER DAM,Prepaid,2024 11,34
ELWOOD,BEAVER DAM,Prepaid,2024 12,28
ELWOOD,BEAVER DAM,Prepaid,2025 01,32
ELWOOD,BEAVER DAM,Prepaid,2025 02,39
ELWOOD,BEAVER DAM,Prepaid,2025 03,43
ELWOOD,BEAVER DAM,Prepaid,2025 04,35
ELWOOD,BEAVER DAM,Prepaid,2025 05,11
ELWOOD,BEDFORD HEIGHTS,Prepaid,2024 05,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2024 06,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2024 07,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2024 08,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2024 10,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2024 11,2
ELWOOD,BEDFORD HEIGHTS,Prepaid,2024 12,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2025 01,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2025 02,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2025 03,1
ELWOOD,BEDFORD HEIGHTS,Prepaid,2025 04,1
ELWOOD,BELLEFONTAINE,Prepaid,2024 05,1
ELWOOD,BELLEFONTAINE,Prepaid,2024 08,2
ELWOOD,BELLEFONTAINE,Prepaid,2024 09,1
ELWOOD,BELLEFONTAINE,Prepaid,2024 10,1
ELWOOD,BELLEFONTAINE,Prepaid,2024 11,1
ELWOOD,BELLEFONTAINE,Prepaid,2024 12,1
ELWOOD,BELLEFONTAINE,Prepaid,2025 01,1
ELWOOD,BELLEFONTAINE,Prepaid,2025 02,1
ELWOOD,BELLEFONTAINE,Prepaid,2025 03,1
ELWOOD,BELLEFONTAINE,Prepaid,2025 04,1
ELWOOD,BELLEVILLE,Prepaid,2024 12,1
ELWOOD,BELLOWS FALLS,Prepaid,2024 10,1
ELWOOD,BELOIT,Prepaid,2024 05,12
ELWOOD,BELOIT,Prepaid,2024 06,9
ELWOOD,BELOIT,Prepaid,2024 07,15
ELWOOD,BELOIT,Prepaid,2024 08,18
ELWOOD,BELOIT,Prepaid,2024 09,27
ELWOOD,BELOIT,Prepaid,2024 10,20
ELWOOD,BELOIT,Prepaid,2024 11,15
ELWOOD,BELOIT,Prepaid,2024 12,9
ELWOOD,BELOIT,Prepaid,2025 01,9
ELWOOD,BELOIT,Prepaid,2025 02,5
ELWOOD,BELOIT,Prepaid,2025 03,6
ELWOOD,BELOIT,Prepaid,2025 04,7
ELWOOD,BELOIT,Prepaid,2025 05,7
ELWOOD,BENTONVILLE,Prepaid,2024 05,1
ELWOOD,BENTONVILLE,Prepaid,2024 07,1
ELWOOD,BENTONVILLE,Prepaid,2024 08,10
ELWOOD,BENTONVILLE,Prepaid,2024 09,4
ELWOOD,BENTONVILLE,Prepaid,2024 10,4
ELWOOD,BENTONVILLE,Prepaid,2024 11,1
ELWOOD,BENTONVILLE,Prepaid,2025 01,4
ELWOOD,BENTONVILLE,Prepaid,2025 02,2
ELWOOD,BENTONVILLE,Prepaid,2025 03,2
ELWOOD,BENTONVILLE,Prepaid,2025 04,2
ELWOOD,BERKLEY,Prepaid,2024 05,2
ELWOOD,BERKLEY,Prepaid,2024 06,1
ELWOOD,BERKLEY,Prepaid,2024 07,1
ELWOOD,BERKLEY,Prepaid,2024 08,3
ELWOOD,BERKLEY,Prepaid,2024 09,1
ELWOOD,BERKLEY,Prepaid,2024 10,5
ELWOOD,BERKLEY,Prepaid,2024 11,1
ELWOOD,BERKLEY,Prepaid,2025 01,2
ELWOOD,BERKLEY,Prepaid,2025 03,2
ELWOOD,BERKLEY,Prepaid,2025 04,1
ELWOOD,BETHEL,Prepaid,2024 05,1
ELWOOD,BETHEL,Prepaid,2024 08,3
ELWOOD,BETHEL,Prepaid,2024 10,1
ELWOOD,BETHEL,Prepaid,2024 11,3
ELWOOD,BETHEL,Prepaid,2024 12,3
ELWOOD,BETHEL,Prepaid,2025 01,3
ELWOOD,BETHEL,Prepaid,2025 02,2
ELWOOD,BETHEL,Prepaid,2025 03,3
ELWOOD,BETHEL,Prepaid,2025 04,2
ELWOOD,BETHEL,Prepaid,2025 05,1
ELWOOD,BETHLEHEM,Prepaid,2024 11,1
ELWOOD,BETHPAGE,Prepaid,2024 09,1
ELWOOD,BETHPAGE,Prepaid,2024 10,1
ELWOOD,BETHPAGE,Prepaid,2024 11,1
ELWOOD,BILOXI,Prepaid,2024 08,1
ELWOOD,BLAIR,Prepaid,2024 05,1
ELWOOD,BLAIR,Prepaid,2024 07,1
ELWOOD,BLAIR,Prepaid,2024 08,2
ELWOOD,BLAIR,Prepaid,2024 09,1
ELWOOD,BLAIR,Prepaid,2024 10,1
ELWOOD,BLAIR,Prepaid,2024 11,1
ELWOOD,BLAIR,Prepaid,2024 12,1
ELWOOD,BLAIR,Prepaid,2025 01,1
ELWOOD,BLAIR,Prepaid,2025 02,2
ELWOOD,BLAIR,Prepaid,2025 03,1
ELWOOD,BLAIR,Prepaid,2025 04,2
ELWOOD,BLAIR,Prepaid,2025 05,1
ELWOOD,BLOOMINGTON,Prepaid,2024 05,1
ELWOOD,BLOOMINGTON,Prepaid,2024 07,2
ELWOOD,BLOOMINGTON,Prepaid,2024 08,1
ELWOOD,BLOOMINGTON,Prepaid,2024 09,1
ELWOOD,BLOOMINGTON,Prepaid,2024 11,1
ELWOOD,BLOOMINGTON,Prepaid,2025 01,1
ELWOOD,BLOOMINGTON,Prepaid,2025 02,1
ELWOOD,BLOOMINGTON,Prepaid,2025 04,1
ELWOOD,BLUFFTON,Prepaid,2024 05,3
ELWOOD,BLUFFTON,Prepaid,2024 06,5
ELWOOD,BLUFFTON,Prepaid,2024 07,4
ELWOOD,BLUFFTON,Prepaid,2024 08,4
ELWOOD,BLUFFTON,Prepaid,2024 09,5
ELWOOD,BLUFFTON,Prepaid,2024 10,5
ELWOOD,BLUFFTON,Prepaid,2024 11,5
ELWOOD,BLUFFTON,Prepaid,2024 12,2
ELWOOD,BLUFFTON,Prepaid,2025 01,5
ELWOOD,BLUFFTON,Prepaid,2025 02,4
ELWOOD,BLUFFTON,Prepaid,2025 03,4
ELWOOD,BLUFFTON,Prepaid,2025 04,4
ELWOOD,BLUFFTON,Prepaid,2025 05,2
ELWOOD,BOCA RATON,Prepaid,2025 04,1
ELWOOD,BOONVILLE,Prepaid,2024 09,1
ELWOOD,BOONVILLE,Prepaid,2024 11,1
ELWOOD,BOONVILLE,Prepaid,2025 03,1
ELWOOD,BOSTON,Prepaid,2024 07,1
ELWOOD,BOYNTON BEACH,Prepaid,2024 06,1
ELWOOD,BREINIGSVILLE,Prepaid,2024 09,1
ELWOOD,BREINIGSVILLE,Prepaid,2024 10,1
ELWOOD,BRIDGETON,Prepaid,2024 05,2
ELWOOD,BRIDGETON,Prepaid,2024 06,1
ELWOOD,BRIDGETON,Prepaid,2024 07,2
ELWOOD,BRIDGETON,Prepaid,2024 08,2
ELWOOD,BRIDGETON,Prepaid,2024 09,1
ELWOOD,BRIDGETON,Prepaid,2024 10,3
ELWOOD,BRIDGETON,Prepaid,2024 11,2
ELWOOD,BRIDGETON,Prepaid,2024 12,1
ELWOOD,BRIDGETON,Prepaid,2025 01,2
ELWOOD,BRIDGETON,Prepaid,2025 02,2
ELWOOD,BRIDGETON,Prepaid,2025 03,3
ELWOOD,BRIDGETON,Prepaid,2025 04,1
ELWOOD,BRIDGEWATER,Collect,2024 11,2
ELWOOD,BROADUS,Prepaid,2025 04,1
ELWOOD,BRONX,Prepaid,2024 08,1
ELWOOD,BRONX,Prepaid,2025 01,1
ELWOOD,BROOKHAVEN,Prepaid,2024 05,2
ELWOOD,BROOKHAVEN,Prepaid,2024 07,1
ELWOOD,BROOKHAVEN,Prepaid,2024 08,2
ELWOOD,BROOKHAVEN,Prepaid,2024 09,3
ELWOOD,BROOKHAVEN,Prepaid,2024 12,1
ELWOOD,BROOKHAVEN,Prepaid,2025 01,1
ELWOOD,BROOKHAVEN,Prepaid,2025 04,1
ELWOOD,BROOKHAVEN,Prepaid,2025 05,1
ELWOOD,BROOKLYN,Prepaid,2024 12,1
ELWOOD,BROOKPARK,Prepaid,2024 05,1
ELWOOD,BROOKPARK,Prepaid,2024 06,1
ELWOOD,BROOKPARK,Prepaid,2024 08,1
ELWOOD,BROOKPARK,Prepaid,2024 09,1
ELWOOD,BROOKPARK,Prepaid,2024 10,1
ELWOOD,BROOKPARK,Prepaid,2024 11,1
ELWOOD,BROOKPARK,Prepaid,2024 12,2
ELWOOD,BROOKPARK,Prepaid,2025 02,1
ELWOOD,BROOKPARK,Prepaid,2025 03,1
ELWOOD,BROOKPARK,Prepaid,2025 04,1
ELWOOD,BROOKSVILLE,Prepaid,2024 05,2
ELWOOD,BROOKSVILLE,Prepaid,2024 06,1
ELWOOD,BROOKSVILLE,Prepaid,2024 07,2
ELWOOD,BROOKSVILLE,Prepaid,2024 08,3
ELWOOD,BROOKSVILLE,Prepaid,2024 11,1
ELWOOD,BROOKSVILLE,Prepaid,2024 12,1
ELWOOD,BROOKSVILLE,Prepaid,2025 02,1
ELWOOD,BROOKSVILLE,Prepaid,2025 04,1
ELWOOD,BROWNSBURG,Collect,2024 07,3
ELWOOD,BROWNSBURG,Collect,2025 02,8
ELWOOD,BROWNSTOWN,Prepaid,2024 05,3
ELWOOD,BROWNSTOWN,Prepaid,2024 06,4
ELWOOD,BROWNSTOWN,Prepaid,2024 07,5
ELWOOD,BROWNSTOWN,Prepaid,2024 08,5
ELWOOD,BROWNSTOWN,Prepaid,2024 09,3
ELWOOD,BROWNSTOWN,Prepaid,2024 10,5
ELWOOD,BROWNSTOWN,Prepaid,2024 11,4
ELWOOD,BROWNSTOWN,Prepaid,2024 12,4
ELWOOD,BROWNSTOWN,Prepaid,2025 01,5
ELWOOD,BROWNSTOWN,Prepaid,2025 02,5
ELWOOD,BROWNSTOWN,Prepaid,2025 03,5
ELWOOD,BROWNSTOWN,Prepaid,2025 04,5
ELWOOD,BROWNSTOWN,Prepaid,2025 05,1
ELWOOD,BUCKEYE,Prepaid,2024 05,1
ELWOOD,BUCKEYE,Prepaid,2025 01,2
ELWOOD,BUCKEYE,Prepaid,2025 03,1
ELWOOD,BURLINGTON,Prepaid,2024 05,4
ELWOOD,BURLINGTON,Prepaid,2024 08,2
ELWOOD,BURLINGTON,Prepaid,2024 09,2
ELWOOD,BURLINGTON,Prepaid,2024 11,2
ELWOOD,BURLINGTON,Prepaid,2024 12,1
ELWOOD,BURLINGTON,Prepaid,2025 03,6
ELWOOD,BURLINGTON,Prepaid,2025 04,2
ELWOOD,BURLINGTON,Prepaid,2025 05,1
ELWOOD,BURNSVILLE,Prepaid,2025 04,1
ELWOOD,BYRON CENTER,Prepaid,2024 05,1
ELWOOD,BYRON CENTER,Prepaid,2024 06,1
ELWOOD,BYRON CENTER,Prepaid,2024 07,3
ELWOOD,BYRON CENTER,Prepaid,2024 08,1
ELWOOD,BYRON CENTER,Prepaid,2024 09,2
ELWOOD,BYRON CENTER,Prepaid,2024 10,2
ELWOOD,BYRON CENTER,Prepaid,2024 11,2
ELWOOD,BYRON CENTER,Prepaid,2024 12,2
ELWOOD,BYRON CENTER,Prepaid,2025 01,1
ELWOOD,BYRON CENTER,Prepaid,2025 02,1
ELWOOD,BYRON CENTER,Prepaid,2025 03,3
ELWOOD,BYRON CENTER,Prepaid,2025 04,1
ELWOOD,CAGUAS,Prepaid,2024 06,2
ELWOOD,CANTON,Prepaid,2024 05,3
ELWOOD,CANTON,Prepaid,2024 06,13
ELWOOD,CANTON,Prepaid,2024 07,12
ELWOOD,CANTON,Prepaid,2024 08,15
ELWOOD,CANTON,Prepaid,2024 09,18
ELWOOD,CANTON,Prepaid,2024 10,14
ELWOOD,CANTON,Prepaid,2024 11,5
ELWOOD,CANTON,Prepaid,2024 12,18
ELWOOD,CANTON,Prepaid,2025 01,9
ELWOOD,CANTON,Prepaid,2025 02,2
ELWOOD,CANTON,Prepaid,2025 03,4
ELWOOD,CARENCRO,Prepaid,2024 05,1
ELWOOD,CARLISLE,Collect,2024 09,3
ELWOOD,CARLISLE,Collect,2025 01,1
ELWOOD,CARLISLE,Collect,2025 02,4
ELWOOD,CARLISLE,Collect,2025 03,1
ELWOOD,CARLISLE,Prepaid,2024 05,2
ELWOOD,CARLISLE,Prepaid,2024 06,1
ELWOOD,CARLISLE,Prepaid,2024 07,1
ELWOOD,CARLISLE,Prepaid,2024 08,2
ELWOOD,CARLISLE,Prepaid,2024 09,1
ELWOOD,CARLISLE,Prepaid,2024 11,1
ELWOOD,CARLISLE,Prepaid,2025 02,2
ELWOOD,CARLISLE,Prepaid,2025 03,2
ELWOOD,CARLISLE,Prepaid,2025 04,1
ELWOOD,CASTLETON,Prepaid,2024 05,1
ELWOOD,CASTLETON,Prepaid,2024 06,1
ELWOOD,CASTLETON,Prepaid,2024 07,1
ELWOOD,CASTLETON,Prepaid,2025 03,1
ELWOOD,CASTLETON,Prepaid,2025 05,1
ELWOOD,CEDAR FALLS,Prepaid,2024 05,7
ELWOOD,CEDAR FALLS,Prepaid,2024 06,7
ELWOOD,CEDAR FALLS,Prepaid,2024 07,6
ELWOOD,CEDAR FALLS,Prepaid,2024 08,8
ELWOOD,CEDAR FALLS,Prepaid,2024 09,14
ELWOOD,CEDAR FALLS,Prepaid,2024 10,14
ELWOOD,CEDAR FALLS,Prepaid,2024 11,9
ELWOOD,CEDAR FALLS,Prepaid,2024 12,2
ELWOOD,CEDAR FALLS,Prepaid,2025 01,7
ELWOOD,CEDAR FALLS,Prepaid,2025 02,10
ELWOOD,CEDAR FALLS,Prepaid,2025 03,6
ELWOOD,CEDAR FALLS,Prepaid,2025 04,7
ELWOOD,CEDAR FALLS,Prepaid,2025 05,13
ELWOOD,CHAMBERSBURG,Prepaid,2024 05,1
ELWOOD,CHAMBERSBURG,Prepaid,2024 06,4
ELWOOD,CHAMBERSBURG,Prepaid,2024 07,3
ELWOOD,CHAMBERSBURG,Prepaid,2024 08,1
ELWOOD,CHAMBERSBURG,Prepaid,2024 09,3
ELWOOD,CHAMBERSBURG,Prepaid,2024 10,5
ELWOOD,CHAMBERSBURG,Prepaid,2024 12,1
ELWOOD,CHAMBERSBURG,Prepaid,2025 01,1
ELWOOD,CHAMBERSBURG,Prepaid,2025 02,1
ELWOOD,CHAMBERSBURG,Prepaid,2025 04,1
ELWOOD,CHAMBERSBURG,Prepaid,2025 05,3
ELWOOD,CHANNAHON,Prepaid,2024 05,9
ELWOOD,CHANNAHON,Prepaid,2024 06,4
ELWOOD,CHANNAHON,Prepaid,2024 07,13
ELWOOD,CHANNAHON,Prepaid,2024 08,20
ELWOOD,CHANNAHON,Prepaid,2024 09,16
ELWOOD,CHANNAHON,Prepaid,2024 10,15
ELWOOD,CHANNAHON,Prepaid,2024 11,7
ELWOOD,CHANNAHON,Prepaid,2024 12,3
ELWOOD,CHANNAHON,Prepaid,2025 01,1
ELWOOD,CHANNAHON,Prepaid,2025 02,1
ELWOOD,CHANNAHON,Prepaid,2025 03,11
ELWOOD,CHANNAHON,Prepaid,2025 04,15
ELWOOD,CHANNAHON,Prepaid,2025 05,7
ELWOOD,CHARLESTON,Prepaid,2024 05,8
ELWOOD,CHARLESTON,Prepaid,2024 06,5
ELWOOD,CHARLESTON,Prepaid,2024 07,21
ELWOOD,CHARLESTON,Prepaid,2024 08,15
ELWOOD,CHARLESTON,Prepaid,2024 09,12
ELWOOD,CHARLESTON,Prepaid,2024 10,14
ELWOOD,CHARLESTON,Prepaid,2024 11,12
ELWOOD,CHARLESTON,Prepaid,2024 12,12
ELWOOD,CHARLESTON,Prepaid,2025 01,3
ELWOOD,CHARLESTON,Prepaid,2025 02,8
ELWOOD,CHARLESTON,Prepaid,2025 03,5
ELWOOD,CHARLESTON,Prepaid,2025 04,11
ELWOOD,CHARLESTON,Prepaid,2025 05,6
ELWOOD,CHARLOTTE,Collect,2024 05,1
ELWOOD,CHARLOTTE,Collect,2024 06,5
ELWOOD,CHARLOTTE,Collect,2024 07,3
ELWOOD,CHARLOTTE,Collect,2025 01,10
ELWOOD,CHARLOTTE,Collect,2025 02,4
ELWOOD,CHARLOTTE,Collect,2025 03,10
ELWOOD,CHARLOTTE,Collect,2025 05,5
ELWOOD,CHARLOTTE,Prepaid,2024 05,3
ELWOOD,CHARLOTTE,Prepaid,2024 06,4
ELWOOD,CHARLOTTE,Prepaid,2024 07,5
ELWOOD,CHARLOTTE,Prepaid,2024 08,4
ELWOOD,CHARLOTTE,Prepaid,2024 09,3
ELWOOD,CHARLOTTE,Prepaid,2024 10,5
ELWOOD,CHARLOTTE,Prepaid,2024 11,4
ELWOOD,CHARLOTTE,Prepaid,2024 12,4
ELWOOD,CHARLOTTE,Prepaid,2025 01,5
ELWOOD,CHARLOTTE,Prepaid,2025 02,6
ELWOOD,CHARLOTTE,Prepaid,2025 03,5
ELWOOD,CHARLOTTE,Prepaid,2025 04,7
ELWOOD,CHARLOTTE,Prepaid,2025 05,1
ELWOOD,CHEHALIS,Prepaid,2024 11,6
ELWOOD,CHEROKEE,Prepaid,2024 05,2
ELWOOD,CHEROKEE,Prepaid,2024 06,3
ELWOOD,CHEROKEE,Prepaid,2024 07,2
ELWOOD,CHEROKEE,Prepaid,2024 08,3
ELWOOD,CHEROKEE,Prepaid,2024 09,3
ELWOOD,CHEROKEE,Prepaid,2024 10,2
ELWOOD,CHEROKEE,Prepaid,2024 11,3
ELWOOD,CHEROKEE,Prepaid,2024 12,2
ELWOOD,CHEROKEE,Prepaid,2025 01,2
ELWOOD,CHEROKEE,Prepaid,2025 02,1
ELWOOD,CHESAPEAKE,Prepaid,2024 09,2
ELWOOD,CHESAPEAKE,Prepaid,2024 10,2
ELWOOD,CHESAPEAKE,Prepaid,2024 11,2
ELWOOD,CHESAPEAKE,Prepaid,2024 12,3
ELWOOD,CHESAPEAKE,Prepaid,2025 01,1
ELWOOD,CHESAPEAKE,Prepaid,2025 02,1
ELWOOD,CHESAPEAKE,Prepaid,2025 03,3
ELWOOD,CHESAPEAKE,Prepaid,2025 04,2
ELWOOD,CHESHIRE,Prepaid,2024 11,1
ELWOOD,CHESTERFIELD,Prepaid,2024 10,1
ELWOOD,CHESTERFIELD,Prepaid,2025 02,2
ELWOOD,CHICAGO,Collect,2024 06,1
ELWOOD,CHICAGO,Collect,2024 08,1
ELWOOD,CHICAGO,Prepaid,2024 05,6
ELWOOD,CHICAGO,Prepaid,2024 06,5
ELWOOD,CHICAGO,Prepaid,2024 07,6
ELWOOD,CHICAGO,Prepaid,2024 08,7
ELWOOD,CHICAGO,Prepaid,2024 09,8
ELWOOD,CHICAGO,Prepaid,2024 10,20
ELWOOD,CHICAGO,Prepaid,2024 11,6
ELWOOD,CHICAGO,Prepaid,2024 12,6
ELWOOD,CHICAGO,Prepaid,2025 01,12
ELWOOD,CHICAGO,Prepaid,2025 02,11
ELWOOD,CHICAGO,Prepaid,2025 03,5
ELWOOD,CHICAGO,Prepaid,2025 04,9
ELWOOD,CHICAGO,Prepaid,2025 05,8
ELWOOD,CHICKASHA,Prepaid,2024 10,1
ELWOOD,CHINO,Prepaid,2024 07,2
ELWOOD,CHIPPEWA FALLS,Collect,2024 06,2
ELWOOD,CHIPPEWA FALLS,Collect,2024 07,1
ELWOOD,CHIPPEWA FALLS,Collect,2024 08,1
ELWOOD,CHIPPEWA FALLS,Collect,2024 09,1
ELWOOD,CHIPPEWA FALLS,Collect,2024 10,1
ELWOOD,CHIPPEWA FALLS,Collect,2024 11,1
ELWOOD,CHIPPEWA FALLS,Collect,2024 12,1
ELWOOD,CHIPPEWA FALLS,Collect,2025 01,1
ELWOOD,CHIPPEWA FALLS,Collect,2025 02,1
ELWOOD,CHIPPEWA FALLS,Collect,2025 03,2
ELWOOD,CHIPPEWA FALLS,Collect,2025 05,1
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 05,5
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 06,6
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 07,8
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 08,8
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 09,5
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 10,3
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 11,9
ELWOOD,CHIPPEWA FALLS,Prepaid,2024 12,5
ELWOOD,CHIPPEWA FALLS,Prepaid,2025 01,1
ELWOOD,CHIPPEWA FALLS,Prepaid,2025 02,4
ELWOOD,CHIPPEWA FALLS,Prepaid,2025 03,1
ELWOOD,CHIPPEWA FALLS,Prepaid,2025 04,7
ELWOOD,CHIPPEWA FALLS,Prepaid,2025 05,4
ELWOOD,CINCINNATI,Prepaid,2024 10,1
ELWOOD,CLACKAMAS,Prepaid,2024 07,1
ELWOOD,CLACKAMAS,Prepaid,2024 12,1
ELWOOD,CLACKAMAS,Prepaid,2025 03,1
ELWOOD,CLARKSVILLE,Prepaid,2024 07,1
ELWOOD,CLEAR BROOK,Prepaid,2024 07,1
ELWOOD,CLEVELAND,Prepaid,2024 05,2
ELWOOD,CLEVELAND,Prepaid,2024 06,7
ELWOOD,CLEVELAND,Prepaid,2024 07,6
ELWOOD,CLEVELAND,Prepaid,2024 08,5
ELWOOD,CLEVELAND,Prepaid,2024 09,6
ELWOOD,CLEVELAND,Prepaid,2024 10,8
ELWOOD,CLEVELAND,Prepaid,2024 11,6
ELWOOD,CLEVELAND,Prepaid,2024 12,6
ELWOOD,CLEVELAND,Prepaid,2025 01,7
ELWOOD,CLEVELAND,Prepaid,2025 02,6
ELWOOD,CLEVELAND,Prepaid,2025 03,4
ELWOOD,CLEVELAND,Prepaid,2025 04,5
ELWOOD,CLEVELAND,Prepaid,2025 05,2
ELWOOD,CLINTON,Prepaid,2024 06,2
ELWOOD,CLINTON,Prepaid,2024 07,2
ELWOOD,CLINTON,Prepaid,2024 08,1
ELWOOD,CLINTON,Prepaid,2024 09,2
ELWOOD,CLINTON,Prepaid,2024 10,1
ELWOOD,CLINTON,Prepaid,2024 11,4
ELWOOD,CLINTON,Prepaid,2025 02,2
ELWOOD,CLINTON,Prepaid,2025 03,2
ELWOOD,CLINTON,Prepaid,2025 04,2
ELWOOD,COCONUT CREEK,Prepaid,2024 07,1
ELWOOD,COLDWATER,Prepaid,2024 05,27
ELWOOD,COLDWATER,Prepaid,2024 06,49
ELWOOD,COLDWATER,Prepaid,2024 07,48
ELWOOD,COLDWATER,Prepaid,2024 08,55
ELWOOD,COLDWATER,Prepaid,2024 09,43
ELWOOD,COLDWATER,Prepaid,2024 10,53
ELWOOD,COLDWATER,Prepaid,2024 11,39
ELWOOD,COLDWATER,Prepaid,2024 12,44
ELWOOD,COLDWATER,Prepaid,2025 01,41
ELWOOD,COLDWATER,Prepaid,2025 02,46
ELWOOD,COLDWATER,Prepaid,2025 03,52
ELWOOD,COLDWATER,Prepaid,2025 04,45
ELWOOD,COLDWATER,Prepaid,2025 05,13
ELWOOD,COLORADO SPRINGS,Prepaid,2024 06,4
ELWOOD,COLORADO SPRINGS,Prepaid,2024 07,5
ELWOOD,COLORADO SPRINGS,Prepaid,2024 08,9
ELWOOD,COLORADO SPRINGS,Prepaid,2024 11,2
ELWOOD,COLUMBUS,Prepaid,2024 07,2
ELWOOD,COLUMBUS,Prepaid,2024 09,3
ELWOOD,COLUMBUS,Prepaid,2024 10,1
ELWOOD,COLUMBUS,Prepaid,2024 11,3
ELWOOD,COLUMBUS,Prepaid,2024 12,1
ELWOOD,COLUMBUS,Prepaid,2025 01,1
ELWOOD,COLUMBUS,Prepaid,2025 02,1
ELWOOD,COLUMBUS,Prepaid,2025 03,1
ELWOOD,COLUMBUS,Prepaid,2025 04,1
ELWOOD,COMMERCE,Collect,2025 04,1
ELWOOD,CONCORD,Prepaid,2024 06,1
ELWOOD,CONCORD,Prepaid,2024 10,1
ELWOOD,CONCORD,Prepaid,2025 03,1
ELWOOD,COOKEVILLE,Collect,2024 05,2
